1, 30.980000
2, 50.070000
3, 70.270000
4, 91.740000
5, 152.430000
6, 228.650000
7, 268.370000
8, 340.770000
9, 417.330000
10, 441.880000
11, 461.990000
12, 508.560000
13, 598.500000
14, 622.190000
15, 681.080000
16, 709.140000
17, 729.200000
18, 791.180000
19, 841.490000
20, 857.760000
21, 876.810000
22, 898.410000
23, 927.610000
24, 967.740000
25, 1060.670000
26, 1081.220000
27, 1126.700000
28, 1148.930000
29, 1170.930000
30, 1187.970000
