1, 162.000000
2, 218.970000
3, 303.670000
4, 445.600000
5, 549.550000
6, 637.380000
7, 730.750000
8, 872.270000
9, 940.780000
10, 995.940000
11, 1014.660000
12, 1043.710000
13, 1124.490000
14, 1239.000000
15, 1253.610000
16, 1366.090000
17, 1492.450000
18, 1579.750000
19, 1658.180000
20, 1714.160000
21, 1764.750000
22, 1790.250000
23, 1850.360000
24, 2016.910000
25, 2034.550000
26, 2061.890000
27, 2090.730000
28, 2264.020000
29, 2347.580000
30, 2419.420000
